"Actual","Predicted","_defaultColorIndex","id","nPredictions","name"
"9","8","4","7bieo566","0","hl256-128-64_bs64_lr0.001_optadam"
"9","9","4","7bieo566","0","hl256-128-64_bs64_lr0.001_optadam"
"0","0","3","7mnfujl6","568","hl256-128-64_bs64_lr0.001_optadam"
"0","1","3","7mnfujl6","42","hl256-128-64_bs64_lr0.001_optadam"
"0","2","3","7mnfujl6","57","hl256-128-64_bs64_lr0.001_optadam"
"0","3","3","7mnfujl6","217","hl256-128-64_bs64_lr0.001_optadam"
"0","4","3","7mnfujl6","49","hl256-128-64_bs64_lr0.001_optadam"
"0","5","3","7mnfujl6","35","hl256-128-64_bs64_lr0.001_optadam"
"0","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"0","7","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"0","8","3","7mnfujl6","32","hl256-128-64_bs64_lr0.001_optadam"
"0","9","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"1","0","3","7mnfujl6","1","hl256-128-64_bs64_lr0.001_optadam"
"1","1","3","7mnfujl6","924","hl256-128-64_bs64_lr0.001_optadam"
"1","2","3","7mnfujl6","6","hl256-128-64_bs64_lr0.001_optadam"
"1","3","3","7mnfujl6","39","hl256-128-64_bs64_lr0.001_optadam"
"1","4","3","7mnfujl6","26","hl256-128-64_bs64_lr0.001_optadam"
"1","5","3","7mnfujl6","3","hl256-128-64_bs64_lr0.001_optadam"
"1","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"1","7","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"1","8","3","7mnfujl6","1","hl256-128-64_bs64_lr0.001_optadam"
"1","9","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"2","0","3","7mnfujl6","8","hl256-128-64_bs64_lr0.001_optadam"
"2","1","3","7mnfujl6","4","hl256-128-64_bs64_lr0.001_optadam"
"2","2","3","7mnfujl6","399","hl256-128-64_bs64_lr0.001_optadam"
"2","3","3","7mnfujl6","11","hl256-128-64_bs64_lr0.001_optadam"
"2","4","3","7mnfujl6","523","hl256-128-64_bs64_lr0.001_optadam"
"2","5","3","7mnfujl6","16","hl256-128-64_bs64_lr0.001_optadam"
"2","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"2","7","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"2","8","3","7mnfujl6","39","hl256-128-64_bs64_lr0.001_optadam"
"2","9","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"3","0","3","7mnfujl6","65","hl256-128-64_bs64_lr0.001_optadam"
"3","1","3","7mnfujl6","198","hl256-128-64_bs64_lr0.001_optadam"
"3","2","3","7mnfujl6","30","hl256-128-64_bs64_lr0.001_optadam"
"3","3","3","7mnfujl6","612","hl256-128-64_bs64_lr0.001_optadam"
"3","4","3","7mnfujl6","80","hl256-128-64_bs64_lr0.001_optadam"
"3","5","3","7mnfujl6","8","hl256-128-64_bs64_lr0.001_optadam"
"3","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"3","7","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"3","8","3","7mnfujl6","6","hl256-128-64_bs64_lr0.001_optadam"
"3","9","3","7mnfujl6","1","hl256-128-64_bs64_lr0.001_optadam"
"4","0","3","7mnfujl6","14","hl256-128-64_bs64_lr0.001_optadam"
"4","1","3","7mnfujl6","41","hl256-128-64_bs64_lr0.001_optadam"
"4","2","3","7mnfujl6","203","hl256-128-64_bs64_lr0.001_optadam"
"4","3","3","7mnfujl6","20","hl256-128-64_bs64_lr0.001_optadam"
"4","4","3","7mnfujl6","701","hl256-128-64_bs64_lr0.001_optadam"
"4","5","3","7mnfujl6","8","hl256-128-64_bs64_lr0.001_optadam"
"4","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"4","7","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"4","8","3","7mnfujl6","13","hl256-128-64_bs64_lr0.001_optadam"
"4","9","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"5","0","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"5","1","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"5","2","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"5","3","3","7mnfujl6","1","hl256-128-64_bs64_lr0.001_optadam"
"5","4","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"5","5","3","7mnfujl6","772","hl256-128-64_bs64_lr0.001_optadam"
"5","6","3","7mnfujl6","0","hl256-128-64_bs64_lr0.001_optadam"
"5","7","3","7mnfujl6","168","hl256-128-64_bs64_lr0.001_optadam"
"5","8","3","7mnfujl6","18","hl256-128-64_bs64_lr0.001_optadam"
"5","9","3","7mnfujl6","41","hl256-128-64_bs64_lr0.001_optadam"
"6","0","3","7mnfujl6","163","hl256-128-64_bs64_lr0.001_optadam"
"6","1","3","7mnfujl6","10","hl256-128-64_bs64_lr0.001_optadam"
"6","2","3","7mnfujl6","340","hl256-128-64_bs64_lr0.001_optadam"
