"Step","hl256-128-64_bs64_lr0.001_optadam - test_accuracy","hl256-128-64_bs64_lr0.001_optadam - test_accuracy__MIN","hl256-128-64_bs64_lr0.001_optadam - test_accuracy__MAX"
"20","0.66578","0.1","0.8869"
