"Step","hl256-128-64_bs64_lr0.001_optadam - test_loss","hl256-128-64_bs64_lr0.001_optadam - test_loss__MIN","hl256-128-64_bs64_lr0.001_optadam - test_loss__MAX"
"20","0.9244021392272932","0.35563940119775245","2.3026017900273694"
