"Step","hl128-64_bs64_lr0.001_optnadam - test_loss","hl128-64_bs64_lr0.001_optnadam - test_loss__MIN","hl128-64_bs64_lr0.001_optnadam - test_loss__MAX","hl128-64_bs64_lr0.001_optadam - test_loss","hl128-64_bs64_lr0.001_optadam - test_loss__MIN","hl128-64_bs64_lr0.001_optadam - test_loss__MAX","hl128-64_bs64_lr0.001_optrmsprop - test_loss","hl128-64_bs64_lr0.001_optrmsprop - test_loss__MIN","hl128-64_bs64_lr0.001_optrmsprop - test_loss__MAX","hl128-64_bs64_lr0.001_optnesterov - test_loss","hl128-64_bs64_lr0.001_optnesterov - test_loss__MIN","hl128-64_bs64_lr0.001_optnesterov - test_loss__MAX","hl128-64_bs64_lr0.001_optmomentum - test_loss","hl128-64_bs64_lr0.001_optmomentum - test_loss__MIN","hl128-64_bs64_lr0.001_optmomentum - test_loss__MAX","hl128-64_bs64_lr0.001_optsgd - test_loss","hl128-64_bs64_lr0.001_optsgd - test_loss__MIN","hl128-64_bs64_lr0.001_optsgd - test_loss__MAX"
"20","0.504202618595514","0.504202618595514","0.504202618595514","0.5027838756172152","0.5027838756172152","0.5027838756172152","0.5484742990053563","0.5484742990053563","0.5484742990053563","0.876317696603","0.876317696603","0.876317696603","0.8589276878833727","0.8589276878833727","0.8589276878833727","1.8596404481128501","1.8596404481128501","1.8596404481128501"
