"Step","hl128-64_bs64_lr0.001_optnadam - test_accuracy","hl128-64_bs64_lr0.001_optnadam - test_accuracy__MIN","hl128-64_bs64_lr0.001_optnadam - test_accuracy__MAX","hl128-64_bs64_lr0.001_optadam - test_accuracy","hl128-64_bs64_lr0.001_optadam - test_accuracy__MIN","hl128-64_bs64_lr0.001_optadam - test_accuracy__MAX","hl128-64_bs64_lr0.001_optrmsprop - test_accuracy","hl128-64_bs64_lr0.001_optrmsprop - test_accuracy__MIN","hl128-64_bs64_lr0.001_optrmsprop - test_accuracy__MAX","hl128-64_bs64_lr0.001_optnesterov - test_accuracy","hl128-64_bs64_lr0.001_optnesterov - test_accuracy__MIN","hl128-64_bs64_lr0.001_optnesterov - test_accuracy__MAX","hl128-64_bs64_lr0.001_optmomentum - test_accuracy","hl128-64_bs64_lr0.001_optmomentum - test_accuracy__MIN","hl128-64_bs64_lr0.001_optmomentum - test_accuracy__MAX","hl128-64_bs64_lr0.001_optsgd - test_accuracy","hl128-64_bs64_lr0.001_optsgd - test_accuracy__MIN","hl128-64_bs64_lr0.001_optsgd - test_accuracy__MAX"
"20","0.8259","0.8259","0.8259","0.8235","0.8235","0.8235","0.8075","0.8075","0.8075","0.6988","0.6988","0.6988","0.6934","0.6934","0.6934","0.4079","0.4079","0.4079"
