"Step","hl256-256-128-64_bs64_lr0.001_optadam - test_loss","hl256-256-128-64_bs64_lr0.001_optadam - test_loss__MIN","hl256-256-128-64_bs64_lr0.001_optadam - test_loss__MAX","hl256-128-64_bs64_lr0.001_optadam - test_loss","hl256-128-64_bs64_lr0.001_optadam - test_loss__MIN","hl256-128-64_bs64_lr0.001_optadam - test_loss__MAX","hl128-64_bs64_lr0.001_optadam - test_loss","hl128-64_bs64_lr0.001_optadam - test_loss__MIN","hl128-64_bs64_lr0.001_optadam - test_loss__MAX","hl128_bs64_lr0.001_optadam - test_loss","hl128_bs64_lr0.001_optadam - test_loss__MIN","hl128_bs64_lr0.001_optadam - test_loss__MAX"
"20","0.4954726753543976","0.4954726753543976","0.4954726753543976","0.5047630001210951","0.5047630001210951","0.5047630001210951","0.5219648316383467","0.5219648316383467","0.5219648316383467","0.5197635715083415","0.5197635715083415","0.5197635715083415"
