"Step","hl256-256-128-64_bs64_lr0.001_optadam - test_accuracy","hl256-256-128-64_bs64_lr0.001_optadam - test_accuracy__MIN","hl256-256-128-64_bs64_lr0.001_optadam - test_accuracy__MAX","hl256-128-64_bs64_lr0.001_optadam - test_accuracy","hl256-128-64_bs64_lr0.001_optadam - test_accuracy__MIN","hl256-128-64_bs64_lr0.001_optadam - test_accuracy__MAX","hl128-64_bs64_lr0.001_optadam - test_accuracy","hl128-64_bs64_lr0.001_optadam - test_accuracy__MIN","hl128-64_bs64_lr0.001_optadam - test_accuracy__MAX","hl128_bs64_lr0.001_optadam - test_accuracy","hl128_bs64_lr0.001_optadam - test_accuracy__MIN","hl128_bs64_lr0.001_optadam - test_accuracy__MAX"
"20","0.8229","0.8229","0.8229","0.8235","0.8235","0.8235","0.8139","0.8139","0.8139","0.8218","0.8218","0.8218"
