"Step","hl128-64_bs64_lr0.001_optadam - test_loss","hl128-64_bs64_lr0.001_optadam - test_loss__MIN","hl128-64_bs64_lr0.001_optadam - test_loss__MAX"
"20","0.6706751704431633","0.5124548677728771","0.9600268757822691"
