"Step","hl128-64_bs64_lr0.001_optadam - test_accuracy","hl128-64_bs64_lr0.001_optadam - test_accuracy__MIN","hl128-64_bs64_lr0.001_optadam - test_accuracy__MAX"
"20","0.7686333333333333","0.6714","0.824"
